Search Term,natural disasters
Geography,Worldwide
Time Period,2004-P
Type,Web Search
,
Time,Normalized Value (0-100),Absolute Google Search Volume
2004-01-01,31,152415
2004-02-01,37,181915
2004-03-01,36,176999
2004-04-01,35,172082
2004-05-01,44,216332
2004-06-01,28,137665
2004-07-01,19,93416
2004-08-01,25,122916
2004-09-01,41,201582
2004-10-01,43,211415
2004-11-01,36,176999
2004-12-01,70,344164
2005-01-01,100,491664
2005-02-01,59,290081
2005-03-01,46,226165
2005-04-01,45,221248
2005-05-01,42,206498
2005-06-01,27,132749
2005-07-01,20,98332
2005-08-01,27,132749
2005-09-01,74,363831
2005-10-01,74,363831
2005-11-01,54,265498
2005-12-01,32,157332
2006-01-01,38,186832
2006-02-01,40,196665
2006-03-01,39,191748
2006-04-01,34,167165
2006-05-01,41,201582
2006-06-01,28,137665
2006-07-01,18,88499
2006-08-01,20,98332
2006-09-01,29,142582
2006-10-01,30,147499
2006-11-01,28,137665
2006-12-01,19,93416
2007-01-01,22,108166
2007-02-01,24,117999
2007-03-01,26,127832
2007-04-01,22,108166
2007-05-01,28,137665
2007-06-01,19,93416
2007-07-01,14,68832
2007-08-01,17,83582
2007-09-01,23,113082
2007-10-01,27,132749
2007-11-01,25,122916
2007-12-01,17,83582
2008-01-01,20,98332
2008-02-01,25,122916
2008-03-01,21,103249
2008-04-01,24,117999
2008-05-01,37,181915
2008-06-01,22,108166
2008-07-01,15,73749
2008-08-01,15,73749
2008-09-01,27,132749
2008-10-01,27,132749
2008-11-01,21,103249
2008-12-01,16,78666
2009-01-01,19,93416
2009-02-01,26,127832
2009-03-01,26,127832
2009-04-01,25,122916
2009-05-01,26,127832
2009-06-01,19,93416
2009-07-01,14,68832
2009-08-01,17,83582
2009-09-01,24,117999
2009-10-01,30,147499
2009-11-01,27,132749
2009-12-01,19,93416
2010-01-01,38,186832
2010-02-01,32,157332
2010-03-01,32,157332
2010-04-01,34,167165
2010-05-01,32,157332
2010-06-01,22,108166
2010-07-01,15,73749
2010-08-01,19,93416
2010-09-01,25,122916
2010-10-01,25,122916
2010-11-01,26,127832
2010-12-01,17,83582
2011-01-01,28,137665
2011-02-01,26,127832
2011-03-01,57,280248
2011-04-01,31,152415
2011-05-01,38,186832
2011-06-01,28,137665
2011-07-01,18,88499
2011-08-01,24,117999
2011-09-01,34,167165
2011-10-01,28,137665
2011-11-01,27,132749
2011-12-01,22,108166
2012-01-01,24,117999
2012-02-01,26,127832
2012-03-01,25,122916
2012-04-01,23,113082
2012-05-01,25,122916
2012-06-01,20,98332
2012-07-01,15,73749
2012-08-01,18,88499
2012-09-01,21,103249
2012-10-01,26,127832
2012-11-01,27,132749
2012-12-01,20,98332
2013-01-01,22,108166
2013-02-01,24,117999
2013-03-01,19,93416
2013-04-01,22,108166
2013-05-01,27,132749
2013-06-01,23,113082
2013-07-01,19,93416
2013-08-01,19,93416
2013-09-01,22,108166
2013-10-01,27,132749
2013-11-01,28,137665
2013-12-01,18,88499
2014-01-01,18,88499
2014-02-01,21,103249
2014-03-01,20,98332
2014-04-01,22,108166
2014-05-01,25,122916
2014-06-01,19,93416
2014-07-01,14,68832
2014-08-01,18,88499
2014-09-01,22,108166
2014-10-01,23,113082
2014-11-01,22,108166
2014-12-01,17,83582
2015-01-01,19,93416
2015-02-01,20,98332
2015-03-01,19,93416
2015-04-01,22,108166
2015-05-01,30,147499
2015-06-01,25,122916
2015-07-01,17,83582
2015-08-01,16,78666
2015-09-01,21,103249
2015-10-01,27,132749
2015-11-01,25,122916
2015-12-01,18,88499
2016-01-01,21,103249
2016-02-01,21,103249
2016-03-01,21,103249
2016-04-01,21,103249
2016-05-01,23,113082
2016-06-01,19,93416
2016-07-01,14,68832
2016-08-01,16,78666
2016-09-01,19,93416
2016-10-01,27,132749
2016-11-01,25,122916
2016-12-01,19,93416
2017-01-01,21,103249
2017-02-01,22,108166
2017-03-01,21,103249
2017-04-01,18,88499
2017-05-01,22,108166
2017-06-01,17,83582
2017-07-01,14,68832
2017-08-01,19,93416
2017-09-01,60,294998
2017-10-01,34,167165
2017-11-01,27,132749
2017-12-01,19,93416
2018-01-01,25,122916
2018-02-01,23,113082
2018-03-01,21,103249
2018-04-01,21,103249
2018-05-01,24,117999
2018-06-01,18,88499
2018-07-01,15,73749
2018-08-01,19,93416
2018-09-01,30,147499
2018-10-01,29,142582
2018-11-01,27,132749
2018-12-01,19,93416
2019-01-01,22,108166
2019-02-01,24,117999
2019-03-01,24,117999
2019-04-01,22,108166
2019-05-01,25,122916
2019-06-01,20,98332
2019-07-01,17,83582
2019-08-01,17,83582
2019-09-01,26,127832
2019-10-01,26,127832
2019-11-01,25,122916
2019-12-01,18,88499
2020-01-01,26,127832
2020-02-01,25,122916
2020-03-01,25,122916
2020-04-01,23,113082
2020-05-01,22,108166
2020-06-01,18,88499
2020-07-01,12,58999
2020-08-01,16,78666
2020-09-01,26,127832
2020-10-01,22,108166
2020-11-01,18,88499
2020-12-01,14,68832
2021-01-01,17,83582
2021-02-01,21,103249
2021-03-01,20,98332
2021-04-01,18,88499
2021-05-01,18,88499
2021-06-01,16,78666
2021-07-01,14,68832
2021-08-01,16,78666
2021-09-01,21,103249
2021-10-01,22,108166
2021-11-01,19,93416
2021-12-01,18,88499
2022-01-01,26,127832
2022-02-01,31,152415
2022-03-01,31,152415
2022-04-01,29,142582
2022-05-01,30,147499
2022-06-01,24,117999
2022-07-01,15,73749
2022-08-01,17,83582
2022-09-01,29,142582
2022-10-01,29,142582
2022-11-01,27,132749
2022-12-01,21,103249
2023-01-01,26,127832
2023-02-01,36,176999
2023-03-01,29,142582
2023-04-01,24,117999
2023-05-01,26,127832
2023-06-01,21,103249
2023-07-01,14,68832
2023-08-01,19,93416
2023-09-01,27,132749
2023-10-01,26,127832
2023-11-01,23,113082
2023-12-01,18,88499
2024-01-01,24,117999
2024-02-01,25,122916